"Period","Sex","Age","Population","Colorectal (C18)","Lung (C33-34)"
"2011","Male","0","45277","0","0"
"2011","Male","1","47612.5","0","0"
"2011","Male","2","50122.5","0","0"
"2011","Male","3","50600.5","0","0"
"2011","Male","4","50785.5","0","0"
"2011","Male","5","50927.5","0","0"
"2011","Male","6","49762.5","0","0"
"2011","Male","7","48925.5","0","0"
"2011","Male","8","49248","0","0"
"2011","Male","9","49802.5","0","0"
"2011","Male","10","50080.5","0","0"
"2011","Male","11","49241.5","0","0"
"2011","Male","12","48784.5","0","0"
"2011","Male","13","50115","0","0"
"2011","Male","14","52405.5","0","0"
"2011","Male","15","55447.5","0","0"
"2011","Male","16","57623.5","0","0"
"2011","Male","17","58739.5","0","0"
"2011","Male","18","60703","0","0"
"2011","Male","19","63705","0","0"
"2011","Male","20","65401.5","0",NA
"2011","Male","21","65110.5","0",NA
"2011","Male","22","64942.5","0",NA
"2011","Male","23","65471.5","1",NA
"2011","Male","24","66708.5","0",NA
"2011","Male","25","68793","0","0"
"2011","Male","26","68260","0","1"
"2011","Male","27","66999.5","1","0"
"2011","Male","28","68974","1","0"
"2011","Male","29","72788.5","1","0"
"2011","Male","30","76515","0","0"
"2011","Male","31","80040","0","0"
"2011","Male","32","83006.5","0","1"
"2011","Male","33","85174.5","0","0"
"2011","Male","34","88037","1","0"
"2011","Male","35","91283","2","3"
"2011","Male","36","90568","1","3"
"2011","Male","37","81269","3","1"
"2011","Male","38","73980","0","4"
"2011","Male","39","72763.5","1","1"
"2011","Male","40","72838.5","5","11"
"2011","Male","41","73344","2","11"
"2011","Male","42","72704","1","14"
"2011","Male","43","70909","1","9"
"2011","Male","44","66022","6","4"
"2011","Male","45","61676.5","7","44"
"2011","Male","46","59686.5","5","27"
"2011","Male","47","58347.5","5","23"
"2011","Male","48","56783","5","31"
"2011","Male","49","57135.5","5","28"
"2011","Male","50","59952.5","11","96"
"2011","Male","51","60443","23","95"
"2011","Male","52","60801","13","85"
"2011","Male","53","62697","11","99"
"2011","Male","54","67136","11","100"
"2011","Male","55","73026.5","30","195"
"2011","Male","56","76333.5","23","194"
"2011","Male","57","73549","30","178"
"2011","Male","58","65303","33","197"
"2011","Male","59","60620","31","199"
"2011","Male","60","61114","45","209"
"2011","Male","61","59688.5","47","197"
"2011","Male","62","56160","52","202"
"2011","Male","63","53499","39","247"
"2011","Male","64","48338","32","208"
"2011","Male","65","43563","50","196"
"2011","Male","66","44697.5","39","158"
"2011","Male","67","44557.5","51","176"
"2011","Male","68","42065","62","196"
"2011","Male","69","39630","61","189"
"2011","Male","70","37320.5","55","154"
"2011","Male","71","34775","66","164"
"2011","Male","72","31440","59","158"
"2011","Male","73","29227.5","60","151"
"2011","Male","74","26928","55","163"
"2011","Male","75","25650.5","57","106"
"2011","Male","76","24773.5","57","117"
"2011","Male","77","23533","60","130"
"2011","Male","78","22200.5","60","124"
"2011","Male","79","20364.5","68","142"
"2011","Male","80","19082.5","44","76"
"2011","Male","81","17302.5","56","78"
"2011","Male","82","14862","48","58"
"2011","Male","83","12754.5","58","74"
"2011","Male","84","10915","58","73"
"2011","Male","85","9570","23","28"
"2011","Male","86","7919.5","27","20"
"2011","Male","87","6601.5","24","24"
"2011","Male","88","5758","30","23"
"2011","Male","89","4802.5","33","27"
"2011","Male","90","13415.5","37","34"
"2011","Female","0","42869.5","0","0"
"2011","Female","1","45214","0","0"
"2011","Female","2","47612","0","0"
"2011","Female","3","48156","0","0"
"2011","Female","4","48473.5","0","0"
"2011","Female","5","48267","0","0"
"2011","Female","6","46979.5","0","0"
"2011","Female","7","46242","0","0"
"2011","Female","8","46516.5","0","0"
"2011","Female","9","47064","0","0"
"2011","Female","10","47641.5","0","0"
"2011","Female","11","47148","0","0"
"2011","Female","12","46629","0","0"
"2011","Female","13","47580","0","0"
"2011","Female","14","49442.5","0","0"
"2011","Female","15","52608.5","0","0"
"2011","Female","16","54876","0","0"
"2011","Female","17","56149.5","0","0"
"2011","Female","18","58023","0","0"
"2011","Female","19","60735.5","0","0"
"2011","Female","20","62597.5","0","0"
"2011","Female","21","62229","0","0"
"2011","Female","22","61848","0","0"
"2011","Female","23","62396","0","0"
"2011","Female","24","64171","0","0"
"2011","Female","25","66617","1","0"
"2011","Female","26","66211.5","0","0"
"2011","Female","27","65144","0","1"
"2011","Female","28","66239.5","0","0"
"2011","Female","29","69207","0","0"
"2011","Female","30","72911.5","1","0"
"2011","Female","31","76048","1","1"
"2011","Female","32","78914.5","0","0"
"2011","Female","33","81895","0","0"
"2011","Female","34","84653","2","2"
"2011","Female","35","87609.5","0","3"
"2011","Female","36","87442","1","1"
"2011","Female","37","78776.5","1","6"
"2011","Female","38","71739.5","2","2"
"2011","Female","39","70577.5","4","1"
"2011","Female","40","70726.5","5","4"
"2011","Female","41","71362.5","2","11"
"2011","Female","42","71397","2","5"
"2011","Female","43","70321","2","5"
"2011","Female","44","65699.5","3","10"
"2011","Female","45","61679.5","5","20"
"2011","Female","46","60314.5","3","15"
"2011","Female","47","59815.5","6","29"
"2011","Female","48","59155","1","20"
"2011","Female","49","60292.5","5","24"
"2011","Female","50","63875.5","10","42"
"2011","Female","51","65499","11","47"
"2011","Female","52","66864","13","61"
"2011","Female","53","69475.5","13","51"
"2011","Female","54","75403.5","8","60"
"2011","Female","55","82946.5","21","91"
"2011","Female","56","87164.5","14","72"
"2011","Female","57","85070.5","24","87"
"2011","Female","58","77341.5","25","99"
"2011","Female","59","73636.5","25","92"
"2011","Female","60","74523.5","23","83"
"2011","Female","61","73059.5","29","98"
"2011","Female","62","70298.5","18","90"
"2011","Female","63","68079","27","102"
"2011","Female","64","62334","19","103"
"2011","Female","65","57708","36","97"
"2011","Female","66","60946","36","91"
"2011","Female","67","61699.5","26","101"
"2011","Female","68","59719","29","89"
"2011","Female","69","57932.5","29","99"
"2011","Female","70","56192.5","41","85"
"2011","Female","71","54493","38","74"
"2011","Female","72","51580","44","81"
"2011","Female","73","50031.5","46","83"
"2011","Female","74","47976.5","36","88"
"2011","Female","75","46431.5","63","55"
"2011","Female","76","44851.5","56","69"
"2011","Female","77","43512.5","40","62"
"2011","Female","78","42375.5","50","59"
"2011","Female","79","39894","42","75"
"2011","Female","80","38274.5","58","41"
"2011","Female","81","35668","63","57"
"2011","Female","82","32268.5","51","51"
"2011","Female","83","29115","60","52"
"2011","Female","84","26184","54","50"
"2011","Female","85","24051.5","55","31"
"2011","Female","86","20265","33","26"
"2011","Female","87","17186","36","29"
"2011","Female","88","15514","36","20"
"2011","Female","89","12955","45","21"
"2011","Female","90","35299","81","50"
"2012","Male","0","45542","0","0"
"2012","Male","1","45577.5","0","0"
"2012","Male","2","47801","0","0"
"2012","Male","3","50271","0","0"
"2012","Male","4","50395","0","0"
"2012","Male","5","50839.5","0","0"
"2012","Male","6","51122","0","0"
"2012","Male","7","49473","0","0"
"2012","Male","8","48322.5","0","0"
"2012","Male","9","48769.5","0","0"
"2012","Male","10","49575.5","0","0"
"2012","Male","11","49931","0","0"
"2012","Male","12","49336.5","0","0"
"2012","Male","13","49143","0","0"
"2012","Male","14","51012.5","0","0"
"2012","Male","15","54207","1","0"
"2012","Male","16","57762.5","0","1"
"2012","Male","17","60062.5","0","0"
"2012","Male","18","61247.5","0","0"
"2012","Male","19","62976","0","0"
"2012","Male","20","65356","0","0"
"2012","Male","21","65869.5","0","0"
"2012","Male","22","64590","0","1"
"2012","Male","23","63549","1","0"
"2012","Male","24","63164","0","0"
"2012","Male","25","63121","1","1"
"2012","Male","26","63457.5","0","0"
"2012","Male","27","62098.5","0","0"
"2012","Male","28","60760.5","0","0"
"2012","Male","29","63026.5","0","2"
"2012","Male","30","66783.5","0","1"
"2012","Male","31","70240","0","1"
"2012","Male","32","74515.5","0","1"
"2012","Male","33","78850.5","1","1"
"2012","Male","34","82683.5","0","0"
"2012","Male","35","86743","1","3"
"2012","Male","36","90631","3","0"
"2012","Male","37","90263","4","5"
"2012","Male","38","81260","2","7"
"2012","Male","39","73813","1","1"
"2012","Male","40","72635","5","13"
"2012","Male","41","72469","4","7"
"2012","Male","42","73173","2","11"
"2012","Male","43","73118","3","8"
"2012","Male","44","71209.5","4","10"
"2012","Male","45","66442.5","7","37"
"2012","Male","46","62035.5","3","26"
"2012","Male","47","60164.5","6","28"
"2012","Male","48","59013","6","28"
"2012","Male","49","57393","3","39"
"2012","Male","50","57833","8","72"
"2012","Male","51","60446","11","94"
"2012","Male","52","61276.5","12","94"
"2012","Male","53","62189.5","12","84"
"2012","Male","54","64093","12","81"
"2012","Male","55","68534.5","25","187"
"2012","Male","56","74542","38","210"
"2012","Male","57","78078","36","192"
"2012","Male","58","75053","38","179"
"2012","Male","59","66660","27","192"
"2012","Male","60","61994","47","211"
"2012","Male","61","61921.5","41","230"
"2012","Male","62","60316","47","193"
"2012","Male","63","57132","40","248"
"2012","Male","64","54224","35","239"
"2012","Male","65","48876","57","201"
"2012","Male","66","43882.5","57","196"
"2012","Male","67","44872.5","47","219"
"2012","Male","68","44658.5","70","211"
"2012","Male","69","41781","48","200"
"2012","Male","70","39196.5","48","173"
"2012","Male","71","36360","48","160"
"2012","Male","72","33530","61","173"
"2012","Male","73","30335","53","160"
"2012","Male","74","27963.5","62","173"
"2012","Male","75","25484.5","56","107"
"2012","Male","76","24015","49","123"
"2012","Male","77","23110","49","139"
"2012","Male","78","21809","49","112"
"2012","Male","79","20204","47","125"
"2012","Male","80","18291.5","42","77"
"2012","Male","81","16835","42","69"
"2012","Male","82","15173.5","48","73"
"2012","Male","83","12901","47","75"
"2012","Male","84","10743.5","45","89"
"2012","Male","85","9117.5","28","18"
"2012","Male","86","7822","32","32"
"2012","Male","87","6337.5","25","28"
"2012","Male","88","5242.5","26","36"
"2012","Male","89","4362","18","31"
"2012","Male","90","11317","65","24"
"2012","Female","0","42804","0","0"
"2012","Female","1","43341.5","0","0"
"2012","Female","2","45552","0","0"
"2012","Female","3","47844","0","0"
"2012","Female","4","48055","0","0"
"2012","Female","5","48396.5","0","0"
"2012","Female","6","48334","0","0"
"2012","Female","7","46584.5","0","0"
"2012","Female","8","45787.5","0","0"
"2012","Female","9","46309","0","0"
"2012","Female","10","46940.5","0","0"
"2012","Female","11","47141","0","0"
"2012","Female","12","46591","0","0"
"2012","Female","13","46633.5","0","0"
"2012","Female","14","48152","0","0"
"2012","Female","15","51030.5","0","0"
"2012","Female","16","54832","0","0"
"2012","Female","17","57240","0","0"
"2012","Female","18","58573.5","0","0"
"2012","Female","19","59802","0","0"
"2012","Female","20","61693","0",NA
"2012","Female","21","62588.5","0",NA
"2012","Female","22","61248","0",NA
"2012","Female","23","59901","1",NA
"2012","Female","24","59547.5","0",NA
"2012","Female","25","59897.5",NA,"0"
"2012","Female","26","60503",NA,"0"
"2012","Female","27","59666.5",NA,"0"
"2012","Female","28","59139",NA,"2"
"2012","Female","29","60985",NA,"1"
"2012","Female","30","64884.5","1","0"
"2012","Female","31","69025.5","0","1"
"2012","Female","32","73040","0","0"
"2012","Female","33","77043","0","0"
"2012","Female","34","80606.5","0","0"
"2012","Female","35","84228.5","1","1"
"2012","Female","36","87816","5","0"
"2012","Female","37","87878","0","0"
"2012","Female","38","79344.5","3","2"
"2012","Female","39","72207","0","1"
"2012","Female","40","71163","7","10"
"2012","Female","41","71167","7","4"
"2012","Female","42","71820.5","0","5"
"2012","Female","43","72348.5","6","5"
"2012","Female","44","71209.5","3","6"
"2012","Female","45","66563","7","17"
"2012","Female","46","62342","2","19"
"2012","Female","47","60909.5","4","23"
"2012","Female","48","60340.5","1","19"
"2012","Female","49","59451","3","23"
"2012","Female","50","60753","10","55"
"2012","Female","51","64212.5","10","43"
"2012","Female","52","66107","13","59"
"2012","Female","53","67893","12","33"
"2012","Female","54","70468.5","14","39"
"2012","Female","55","76364","22","90"
"2012","Female","56","84006","24","98"
"2012","Female","57","88589","26","96"
"2012","Female","58","86370.5","16","102"
"2012","Female","59","78379.5","22","90"
"2012","Female","60","74744","28","107"
"2012","Female","61","75377.5","21","116"
"2012","Female","62","73663","21","107"
"2012","Female","63","71192.5","29","104"
"2012","Female","64","68857.5","31","101"
"2012","Female","65","62860.5","35","98"
"2012","Female","66","57829.5","31","120"
"2012","Female","67","60751.5","36","95"
"2012","Female","68","61407.5","35","102"
"2012","Female","69","59080","34","100"
"2012","Female","70","57141.5","44","73"
"2012","Female","71","55090.5","47","91"
"2012","Female","72","53148","35","86"
"2012","Female","73","50342","43","104"
"2012","Female","74","48568.5","29","76"
"2012","Female","75","46329.5","56","68"
"2012","Female","76","44506.5","50","58"
"2012","Female","77","42802.5","51","69"
"2012","Female","78","41223.5","64","61"
"2012","Female","79","39748.5","55","74"
"2012","Female","80","37331","50","60"
"2012","Female","81","35310","48","50"
"2012","Female","82","32598.5","53","74"
"2012","Female","83","29148","54","47"
"2012","Female","84","25998.5","67","54"
"2012","Female","85","23238.5","57","28"
"2012","Female","86","21048.5","33","28"
"2012","Female","87","17415","44","37"
"2012","Female","88","14454.5","44","25"
"2012","Female","89","12765","41","31"
"2012","Female","90","34436","84","44"
"2013","Male","0","45949.5","0","0"
"2013","Male","1","46054","0","0"
"2013","Male","2","45615","0","0"
"2013","Male","3","47872","0","0"
"2013","Male","4","50313.5","0","0"
"2013","Male","5","50465","0","0"
"2013","Male","6","50925","0","0"
"2013","Male","7","51221","0","0"
"2013","Male","8","49550","0","0"
"2013","Male","9","48399","0","0"
"2013","Male","10","48857","0","0"
"2013","Male","11","49618","0","0"
"2013","Male","12","50000","0","0"
"2013","Male","13","49389","0","0"
"2013","Male","14","49216","0","0"
"2013","Male","15","51123",NA,"0"
"2013","Male","16","54305",NA,"0"
"2013","Male","17","57887",NA,"0"
"2013","Male","18","60314.5",NA,"1"
"2013","Male","19","61613.5",NA,"0"
"2013","Male","20","63264",NA,"1"
"2013","Male","21","65538",NA,"0"
"2013","Male","22","66011",NA,"0"
"2013","Male","23","64626.5",NA,"0"
"2013","Male","24","63570",NA,"0"
"2013","Male","25","63084.5","1",NA
"2013","Male","26","62992.5","1",NA
"2013","Male","27","63314.5","1",NA
"2013","Male","28","61909","3",NA
"2013","Male","29","60653.5","1",NA
"2013","Male","30","62906.5","1","0"
"2013","Male","31","66646","3","0"
"2013","Male","32","70182.5","0","2"
"2013","Male","33","74439","0","1"
"2013","Male","34","78747.5","1","0"
"2013","Male","35","82633","3","4"
"2013","Male","36","86725","0","0"
"2013","Male","37","90491.5","2","3"
"2013","Male","38","90209","4","4"
"2013","Male","39","81155.5","1","3"
"2013","Male","40","73748","3","8"
"2013","Male","41","72580.5","3","7"
"2013","Male","42","72400.5","2","7"
"2013","Male","43","73053","5","6"
"2013","Male","44","72973","7","10"
"2013","Male","45","70986","9","23"
"2013","Male","46","66227.5","7","30"
"2013","Male","47","61781","9","27"
"2013","Male","48","59838.5","5","27"
"2013","Male","49","58709.5","5","32"
"2013","Male","50","56964","15","77"
"2013","Male","51","57385","15","90"
"2013","Male","52","59847","15","77"
"2013","Male","53","60636.5","13","76"
"2013","Male","54","61453.5","10","74"
"2013","Male","55","63239","41","186"
"2013","Male","56","67537","29","159"
"2013","Male","57","73350.5","34","171"
"2013","Male","58","76750.5","39","188"
"2013","Male","59","73693","29","156"
"2013","Male","60","65379.5","44","227"
"2013","Male","61","60709.5","53","246"
"2013","Male","62","60589","38","227"
"2013","Male","63","58801","47","207"
"2013","Male","64","55674.5","47","211"
"2013","Male","65","52802","56","188"
"2013","Male","66","47508","50","195"
"2013","Male","67","42527","51","203"
"2013","Male","68","43420","45","179"
"2013","Male","69","43127","42","194"
"2013","Male","70","40232","66","152"
"2013","Male","71","37638.5","56","158"
"2013","Male","72","34821","61","157"
"2013","Male","73","31898","54","163"
"2013","Male","74","28823","60","153"
"2013","Male","75","26418.5","60","111"
"2013","Male","76","23913","63","127"
"2013","Male","77","22454","52","113"
"2013","Male","78","21439","57","125"
"2013","Male","79","20117","70","116"
"2013","Male","80","18499.5","39","79"
"2013","Male","81","16585","62","69"
"2013","Male","82","15168.5","59","67"
"2013","Male","83","13490","48","82"
"2013","Male","84","11298.5","39","64"
"2013","Male","85","9297","25","20"
"2013","Male","86","7801","37","29"
"2013","Male","87","6599.5","26","19"
"2013","Male","88","5255","25","25"
"2013","Male","89","4277.5","24","29"
"2013","Male","90","12169.5","45","32"
"2013","Female","0","43228.5","0","0"
"2013","Female","1","43276","0","0"
"2013","Female","2","43423.5","0","0"
"2013","Female","3","45608","0","0"
"2013","Female","4","47904.5","0","0"
"2013","Female","5","48104","0","0"
"2013","Female","6","48493.5","0","0"
"2013","Female","7","48412.5","0","0"
"2013","Female","8","46664","0","0"
"2013","Female","9","45864.5","0","0"
"2013","Female","10","46374.5","0","0"
"2013","Female","11","46997.5","0","0"
"2013","Female","12","47209.5","0","0"
"2013","Female","13","46631","0","0"
"2013","Female","14","46705","0","0"
"2013","Female","15","48258","0",NA
"2013","Female","16","51132.5","0",NA
"2013","Female","17","54953.5","0",NA
"2013","Female","18","57461.5","1",NA
"2013","Female","19","58828.5","0",NA
"2013","Female","20","60025","0",NA
"2013","Female","21","61878","0",NA
"2013","Female","22","62672","1",NA
"2013","Female","23","61239.5","0",NA
"2013","Female","24","59885.5","0",NA
"2013","Female","25","59429","0","0"
"2013","Female","26","59752.5","0","0"
"2013","Female","27","60321","1","0"
"2013","Female","28","59492","0","0"
"2013","Female","29","59015.5","0","1"
"2013","Female","30","60900.5","1","1"
"2013","Female","31","64897.5","1","0"
"2013","Female","32","69004.5","2","0"
"2013","Female","33","73037","0","2"
"2013","Female","34","77063","1","0"
"2013","Female","35","80670","1","0"
"2013","Female","36","84198","3","3"
"2013","Female","37","87845","2","1"
"2013","Female","38","87877","4","2"
"2013","Female","39","79381.5","1","1"
"2013","Female","40","72243","2","7"
"2013","Female","41","71179","2","10"
"2013","Female","42","71170.5","1","2"
"2013","Female","43","71815","1","6"
"2013","Female","44","72302","2","7"
"2013","Female","45","71106.5","3","24"
"2013","Female","46","66480.5","3","22"
"2013","Female","47","62226","4","22"
"2013","Female","48","60786.5","3","12"
"2013","Female","49","60206.5","4","18"
"2013","Female","50","59268","7","50"
"2013","Female","51","60575.5","3","40"
"2013","Female","52","63966","8","43"
"2013","Female","53","65815","9","46"
"2013","Female","54","67599.5","9","45"
"2013","Female","55","70135","17","86"
"2013","Female","56","75895.5","22","95"
"2013","Female","57","83552","14","104"
"2013","Female","58","88015.5","16","99"
"2013","Female","59","85765.5","25","101"
"2013","Female","60","77758","31","107"
"2013","Female","61","74148","19","112"
"2013","Female","62","74733","23","123"
"2013","Female","63","72916.5","27","102"
"2013","Female","64","70472.5","26","113"
"2013","Female","65","68051.5","39","101"
"2013","Female","66","62080.5","30","90"
"2013","Female","67","57091.5","33","93"
"2013","Female","68","59794.5","41","86"
"2013","Female","69","60369.5","22","109"
"2013","Female","70","58019","50","90"
"2013","Female","71","56004.5","42","94"
"2013","Female","72","53857","44","80"
"2013","Female","73","51856","40","93"
"2013","Female","74","48956","42","84"
"2013","Female","75","47118.5","54","70"
"2013","Female","76","44761.5","64","66"
"2013","Female","77","42800.5","56","67"
"2013","Female","78","40908","51","83"
"2013","Female","79","39138","60","66"
"2013","Female","80","37534","59","47"
"2013","Female","81","34919.5","57","72"
"2013","Female","82","32764.5","47","53"
"2013","Female","83","29906","57","60"
"2013","Female","84","26436.5","45","52"
"2013","Female","85","23264.5","52","27"
"2013","Female","86","20534","46","22"
"2013","Female","87","18378.5","46","26"
"2013","Female","88","14899","31","37"
"2013","Female","89","12254.5","38","36"
"2013","Female","90","37466.5","93","62"
"2014","Male","0","46750","0","0"
"2014","Male","1","46468.5","0","0"
"2014","Male","2","46117.5","0","0"
"2014","Male","3","45703.5","0","0"
"2014","Male","4","47958","0","0"
"2014","Male","5","50395","0","0"
"2014","Male","6","50531.5","0","0"
"2014","Male","7","51012.5","0","0"
"2014","Male","8","51303.5","0","0"
"2014","Male","9","49619.5","0","0"
"2014","Male","10","48467","0","0"
"2014","Male","11","48926","0","0"
"2014","Male","12","49695.5","0","0"
"2014","Male","13","50043.5","0","0"
"2014","Male","14","49488.5","0","0"
"2014","Male","15","49337","0","0"
"2014","Male","16","51212","0","0"
"2014","Male","17","54470.5","0","0"
"2014","Male","18","58222.5","0","0"
"2014","Male","19","60689.5","0","0"
"2014","Male","20","61868.5","0","0"
"2014","Male","21","63446","0","0"
"2014","Male","22","65619","0","0"
"2014","Male","23","66084.5","0","0"
"2014","Male","24","64646","0","0"
"2014","Male","25","63475",NA,"0"
"2014","Male","26","62984",NA,"0"
"2014","Male","27","62800",NA,"0"
"2014","Male","28","63099.5",NA,"1"
"2014","Male","29","61738",NA,"0"
"2014","Male","30","60511","0","1"
"2014","Male","31","62758.5","0","0"
"2014","Male","32","66465.5","0","1"
"2014","Male","33","70040.5","0","1"
"2014","Male","34","74261.5","1","1"
"2014","Male","35","78675.5","5","3"
"2014","Male","36","82517.5","2","2"
"2014","Male","37","86610.5","0","2"
"2014","Male","38","90370","2","5"
"2014","Male","39","90078","0","3"
"2014","Male","40","81028","2","14"
"2014","Male","41","73658.5","4","9"
"2014","Male","42","72493.5","3","12"
"2014","Male","43","72329.5","1","7"
"2014","Male","44","72913.5","5","7"
"2014","Male","45","72812.5","3","25"
"2014","Male","46","70790.5","6","23"
